windowSizeObjectUse,thresholdMinDistanceRFID,thresholdMaxDistanceRFID,windowSizeHAR,cohenKappa
9000,40,225,8000,0.15851325718432374
9000,40,250,8000,0.15851325718432374
7000,30,150,6000,0.158486295556451
7000,30,175,6000,0.158486295556451
7000,30,200,6000,0.158486295556451
7000,30,225,6000,0.158486295556451
7000,30,250,6000,0.158486295556451
7500,35,150,7500,0.15834951550274215
7500,35,175,7500,0.15834951550274215
7500,35,200,7500,0.15834951550274215
7500,35,225,7500,0.15834951550274215
7500,35,250,7500,0.15834951550274215
9000,40,200,6000,0.15831641349756756
9000,40,225,6000,0.15831641349756756
9000,40,250,6000,0.15831641349756756
5000,20,150,6500,0.15824298380684274
5000,20,175,6500,0.15824298380684274
5000,20,200,6500,0.15824298380684274
5000,20,225,6500,0.15824298380684274
5000,20,250,6500,0.15824298380684274
8500,20,150,7000,0.15823677258139415
6500,30,150,8000,0.1582330288220768
6500,30,175,8000,0.1582330288220768
6500,30,200,8000,0.1582330288220768
6500,30,225,8000,0.1582330288220768
6500,30,250,8000,0.1582330288220768
6500,30,150,7500,0.1581910409928938
6500,30,175,7500,0.1581910409928938
6500,30,200,7500,0.1581910409928938
6500,30,225,7500,0.1581910409928938
6500,30,250,7500,0.1581910409928938
5500,25,150,8000,0.1581786198132423
5500,25,175,8000,0.1581786198132423
5500,25,200,8000,0.1581786198132423
5500,25,225,8000,0.1581786198132423
5500,25,250,8000,0.1581786198132423
6500,25,150,9000,0.15812144660276303
6500,25,175,9000,0.15812144660276303
6500,25,200,9000,0.15812144660276303
6500,25,225,9000,0.15812144660276303
6500,25,250,9000,0.15812144660276303
7500,35,150,8000,0.15805312067240934
7500,35,175,8000,0.15805312067240934
7500,35,200,8000,0.15805312067240934
7500,35,225,8000,0.15805312067240934
7500,35,250,8000,0.15805312067240934
8500,20,150,7500,0.15794970841153652
5500,25,150,7500,0.1577940089528801
5500,25,175,7500,0.1577940089528801
5500,25,200,7500,0.1577940089528801
5500,25,225,7500,0.1577940089528801
5500,25,250,7500,0.1577940089528801
7500,35,150,7000,0.1577801474198775
7500,35,175,7000,0.1577801474198775
7500,35,200,7000,0.1577801474198775
7500,35,225,7000,0.1577801474198775
7500,35,250,7000,0.1577801474198775
9000,20,150,6000,0.1576680381991024
5000,20,150,6000,0.15766151774713463
5000,20,175,6000,0.15766151774713463
5000,20,200,6000,0.15766151774713463
5000,20,225,6000,0.15766151774713463
5000,20,250,6000,0.15766151774713463
6500,30,150,7000,0.1576208458039184
6500,30,175,7000,0.1576208458039184
6500,30,200,7000,0.1576208458039184
6500,30,225,7000,0.1576208458039184
6500,30,250,7000,0.1576208458039184
7500,30,150,9000,0.15758512107195297
7500,30,175,9000,0.15758512107195297
7500,30,200,9000,0.15758512107195297
7500,30,225,9000,0.15758512107195297
7500,30,250,9000,0.15758512107195297
9000,40,200,8500,0.1575450079016581
9000,40,225,8500,0.1575450079016581
9000,40,250,8500,0.1575450079016581
8500,20,150,8000,0.157519794986763
7500,35,150,6500,0.15740014053622714
7500,35,175,6500,0.15740014053622714
7500,35,200,6500,0.15740014053622714
7500,35,225,6500,0.15740014053622714
7500,35,250,6500,0.15740014053622714
6500,30,150,8500,0.15726276430816377
6500,30,175,8500,0.15726276430816377
6500,30,200,8500,0.15726276430816377
6500,30,225,8500,0.15726276430816377
6500,30,250,8500,0.15726276430816377
6500,30,150,6500,0.15724028635192486
6500,30,175,6500,0.15724028635192486
6500,30,200,6500,0.15724028635192486
6500,30,225,6500,0.15724028635192486
6500,30,250,6500,0.15724028635192486
9000,20,150,6500,0.15723753691144632
5500,25,150,7000,0.1572164332574896
5500,25,175,7000,0.1572164332574896
5500,25,200,7000,0.1572164332574896
5500,25,225,7000,0.1572164332574896
5500,25,250,7000,0.1572164332574896
5500,25,150,8500,0.15720688764434615
5500,25,175,8500,0.15720688764434615
5500,25,200,8500,0.15720688764434615
5500,25,225,8500,0.15720688764434615
5500,25,250,8500,0.15720688764434615
8500,40,175,7000,0.15711268462453637
8500,40,200,7000,0.15711268462453637
8500,40,225,7000,0.15711268462453637
8500,40,250,7000,0.15711268462453637
7500,35,150,8500,0.15708231664089867
7500,35,175,8500,0.15708231664089867
7500,35,200,8500,0.15708231664089867
7500,35,225,8500,0.15708231664089867
7500,35,250,8500,0.15708231664089867
5500,20,150,9000,0.15706414018838755
5500,20,175,9000,0.15706414018838755
5500,20,200,9000,0.15706414018838755
5500,20,225,9000,0.15706414018838755
5500,20,250,9000,0.15706414018838755
8500,40,175,7500,0.15700462098153603
8500,40,200,7500,0.15700462098153603
8500,40,225,7500,0.15700462098153603
8500,40,250,7500,0.15700462098153603
8500,35,175,9000,0.15699074238945138
8500,35,200,9000,0.15699074238945138
8500,35,225,9000,0.15699074238945138
8500,35,250,9000,0.15699074238945138
9000,20,150,7000,0.1569509896134961
5500,25,150,6500,0.15683094248690077
5500,25,175,6500,0.15683094248690077
5500,25,200,6500,0.15683094248690077
5500,25,225,6500,0.15683094248690077
5500,25,250,6500,0.15683094248690077
7500,35,150,6000,0.1568294868082445
7500,35,175,6000,0.1568294868082445
7500,35,200,6000,0.1568294868082445
7500,35,225,6000,0.1568294868082445
7500,35,250,6000,0.1568294868082445
8500,40,175,6500,0.1567337446068278
8500,40,200,6500,0.1567337446068278
8500,40,225,6500,0.1567337446068278
8500,40,250,6500,0.1567337446068278
8500,40,175,8000,0.15670759838372073
8500,40,200,8000,0.15670759838372073
8500,40,225,8000,0.15670759838372073
8500,40,250,8000,0.15670759838372073
6500,30,150,6000,0.1566688020203976
6500,30,175,6000,0.1566688020203976
6500,30,200,6000,0.1566688020203976
6500,30,225,6000,0.1566688020203976
6500,30,250,6000,0.1566688020203976
9000,40,175,7000,0.1565804499348594
8500,20,150,8500,0.15657056186053936
8000,25,150,6500,0.15652826885971746
9000,20,150,7500,0.15652184728865404
9000,35,175,9000,0.1564718385526378
8000,25,150,6000,0.1562893155025395
5500,25,150,6000,0.15625204466131185
5500,25,175,6000,0.15625204466131185
5500,25,200,6000,0.15625204466131185
5500,25,225,6000,0.15625204466131185
5500,25,250,6000,0.15625204466131185
8000,25,150,7000,0.1562397176729176
9000,20,150,8000,0.15623620382076725
9000,40,175,6500,0.15619887553678882
8500,40,175,6000,0.15616469529357618
8500,40,200,6000,0.15616469529357618
8500,40,225,6000,0.15616469529357618
8500,40,250,6000,0.15616469529357618
9000,40,175,7500,0.156137870196357
8000,35,175,9000,0.15586123014197004
8000,35,200,9000,0.15586123014197004
8000,35,225,9000,0.15586123014197004
8000,35,250,9000,0.15586123014197004
9000,40,175,8000,0.15584329303237013
8000,25,150,7500,0.1558075849167179
6000,30,150,8000,0.15575450456533374
6000,30,175,8000,0.15575450456533374
6000,30,200,8000,0.15575450456533374
6000,30,225,8000,0.15575450456533374
6000,30,250,8000,0.15575450456533374
8500,40,175,8500,0.15573637396674242
8500,40,200,8500,0.15573637396674242
8500,40,225,8500,0.15573637396674242
8500,40,250,8500,0.15573637396674242
9000,40,175,6000,0.1556258661397766
8000,25,150,8000,0.1555199580572615
6000,25,150,9000,0.15550628120704812
6000,25,175,9000,0.15550628120704812
6000,25,200,9000,0.15550628120704812
6000,25,225,9000,0.15550628120704812
6000,25,250,9000,0.15550628120704812
8000,40,175,7500,0.15542354288498023
8000,40,200,7500,0.15542354288498023
8000,40,225,7500,0.15542354288498023
8000,40,250,7500,0.15542354288498023
5000,25,150,8000,0.15540678846789727
5000,25,175,8000,0.15540678846789727
5000,25,200,8000,0.15540678846789727
5000,25,225,8000,0.15540678846789727
5000,25,250,8000,0.15540678846789727
8000,20,150,9000,0.15540022033352158
6000,30,150,7500,0.15536682358573828
6000,30,175,7500,0.15536682358573828
6000,30,200,7500,0.15536682358573828
6000,30,225,7500,0.15536682358573828
6000,30,250,7500,0.15536682358573828
7000,35,150,8000,0.15532010731284748
7000,35,175,8000,0.15532010731284748
7000,35,200,8000,0.15532010731284748
7000,35,225,8000,0.15532010731284748
7000,35,250,8000,0.15532010731284748
9000,20,150,8500,0.1552911792244756
8500,25,150,6000,0.15527035853913382
5000,20,150,9000,0.15514089926781188
5000,20,175,9000,0.15514089926781188
5000,20,200,9000,0.15514089926781188
5000,20,225,9000,0.15514089926781188
5000,20,250,9000,0.15514089926781188
8000,40,175,8000,0.15512749504342735
8000,40,200,8000,0.15512749504342735
8000,40,225,8000,0.15512749504342735
8000,40,250,8000,0.15512749504342735
6000,30,150,8500,0.15512041469933743
6000,30,175,8500,0.15512041469933743
6000,30,200,8500,0.15512041469933743
6000,30,225,8500,0.15512041469933743
6000,30,250,8500,0.15512041469933743
5000,25,150,8500,0.15511508936501534
5000,25,175,8500,0.15511508936501534
5000,25,200,8500,0.15511508936501534
5000,25,225,8500,0.15511508936501534
5000,25,250,8500,0.15511508936501534
5000,25,150,7500,0.1550140493032526
5000,25,175,7500,0.1550140493032526
5000,25,200,7500,0.1550140493032526
5000,25,225,7500,0.1550140493032526
5000,25,250,7500,0.1550140493032526
7000,30,150,9000,0.15493544356518119
7000,30,175,9000,0.15493544356518119
7000,30,200,9000,0.15493544356518119
7000,30,225,9000,0.15493544356518119
7000,30,250,9000,0.15493544356518119
7000,35,150,7500,0.1549343765274859
7000,35,175,7500,0.1549343765274859
7000,35,200,7500,0.1549343765274859
7000,35,225,7500,0.1549343765274859
7000,35,250,7500,0.1549343765274859
9000,40,175,8500,0.15487421270199608
8000,40,175,7000,0.15484810595160914
8000,40,200,7000,0.15484810595160914
8000,40,225,7000,0.15484810595160914
8000,40,250,7000,0.15484810595160914
8500,25,150,6500,0.15483996117048476
6000,30,150,7000,0.1547846340636018
6000,30,175,7000,0.1547846340636018
6000,30,200,7000,0.1547846340636018
6000,30,225,7000,0.1547846340636018
6000,30,250,7000,0.1547846340636018
8000,25,150,8500,0.15456313222573292
8500,25,150,7000,0.15455349133450108
8000,40,175,6500,0.15446404550520781
8000,40,200,6500,0.15446404550520781
8000,40,225,6500,0.15446404550520781
8000,40,250,6500,0.15446404550520781
5000,25,150,7000,0.154424255233559
5000,25,175,7000,0.154424255233559
5000,25,200,7000,0.154424255233559
5000,25,225,7000,0.154424255233559
5000,25,250,7000,0.154424255233559
6000,30,150,6500,0.1543960616303899
6000,30,175,6500,0.1543960616303899
6000,30,200,6500,0.1543960616303899
6000,30,225,6500,0.1543960616303899
6000,30,250,6500,0.1543960616303899
7000,35,150,7000,0.154355119343593
7000,35,175,7000,0.154355119343593
7000,35,200,7000,0.154355119343593
7000,35,225,7000,0.154355119343593
7000,35,250,7000,0.154355119343593
7000,35,150,8500,0.15434554212679297
7000,35,175,8500,0.15434554212679297
7000,35,200,8500,0.15434554212679297
7000,35,225,8500,0.15434554212679297
7000,35,250,8500,0.15434554212679297
8000,40,175,8500,0.15415335674411024
8000,40,200,8500,0.15415335674411024
8000,40,225,8500,0.15415335674411024
8000,40,250,8500,0.15415335674411024
8500,25,150,7500,0.15412447741358096
5000,25,150,6500,0.15403060156083206
5000,25,175,6500,0.15403060156083206
5000,25,200,6500,0.15403060156083206
5000,25,225,6500,0.15403060156083206
5000,25,250,6500,0.15403060156083206
7000,35,150,6500,0.1539685065119655
7000,35,175,6500,0.1539685065119655
7000,35,200,6500,0.1539685065119655
7000,35,225,6500,0.1539685065119655
7000,35,250,6500,0.1539685065119655
8000,40,175,6000,0.15388729991026082
8000,40,200,6000,0.15388729991026082
8000,40,225,6000,0.15388729991026082
8000,40,250,6000,0.15388729991026082
5500,30,150,8000,0.15388366732997186
5500,30,175,8000,0.15388366732997186
5500,30,200,8000,0.15388366732997186
5500,30,225,8000,0.15388366732997186
5500,30,250,8000,0.15388366732997186
8500,25,150,8000,0.15383892765240023
6000,30,150,6000,0.1538125326215644
6000,30,175,6000,0.1538125326215644
6000,30,200,6000,0.1538125326215644
6000,30,225,6000,0.1538125326215644
6000,30,250,6000,0.1538125326215644
9000,40,200,9000,0.153751072391316
9000,40,225,9000,0.153751072391316
9000,40,250,9000,0.153751072391316
7500,40,150,8000,0.15369391784903175
7500,40,175,8000,0.15369391784903175
7500,40,200,8000,0.15369391784903175
7500,40,225,8000,0.15369391784903175
7500,40,250,8000,0.15369391784903175
7500,40,150,7500,0.15364722954956503
7500,40,175,7500,0.15364722954956503
7500,40,200,7500,0.15364722954956503
7500,40,225,7500,0.15364722954956503
7500,40,250,7500,0.15364722954956503
6500,35,150,8000,0.15360910557100255
6500,35,175,8000,0.15360910557100255
6500,35,200,8000,0.15360910557100255
6500,35,225,8000,0.15360910557100255
6500,35,250,8000,0.15360910557100255
5500,30,150,8500,0.1535913018496829
5500,30,175,8500,0.1535913018496829
5500,30,200,8500,0.1535913018496829
5500,30,225,8500,0.1535913018496829
5500,30,250,8500,0.1535913018496829
5500,25,150,9000,0.1535309229182594
5500,25,175,9000,0.1535309229182594
5500,25,200,9000,0.1535309229182594
5500,25,225,9000,0.1535309229182594
5500,25,250,9000,0.1535309229182594
5500,30,150,7500,0.15349081290502992
5500,30,175,7500,0.15349081290502992
5500,30,200,7500,0.15349081290502992
5500,30,225,7500,0.15349081290502992
5500,30,250,7500,0.15349081290502992
6500,30,150,9000,0.15345482193465204
6500,30,175,9000,0.15345482193465204
6500,30,200,9000,0.15345482193465204
6500,30,225,9000,0.15345482193465204
6500,30,250,9000,0.15345482193465204
5000,25,150,6000,0.15343943333317744
5000,25,175,6000,0.15343943333317744
5000,25,200,6000,0.15343943333317744
5000,25,225,6000,0.15343943333317744
5000,25,250,6000,0.15343943333317744
9000,45,200,7500,0.15340141050702244
9000,45,225,7500,0.15340141050702244
9000,45,250,7500,0.15340141050702244
7000,35,150,6000,0.15338792398941353
7000,35,175,6000,0.15338792398941353
7000,35,200,6000,0.15338792398941353
7000,35,225,6000,0.15338792398941353
7000,35,250,6000,0.15338792398941353
7500,35,150,9000,0.15327339864247205
7500,35,175,9000,0.15327339864247205
7500,35,200,9000,0.15327339864247205
7500,35,225,9000,0.15327339864247205
7500,35,250,9000,0.15327339864247205
6500,35,150,7500,0.15321897807081702
6500,35,175,7500,0.15321897807081702
6500,35,200,7500,0.15321897807081702
6500,35,225,7500,0.15321897807081702
6500,35,250,7500,0.15321897807081702
9000,45,200,7000,0.1531635122232543
9000,45,225,7000,0.1531635122232543
9000,45,250,7000,0.1531635122232543
9000,45,200,8000,0.15310570993959707
9000,45,225,8000,0.15310570993959707
9000,45,250,8000,0.15310570993959707
7500,40,150,7000,0.153063733708895
7500,40,175,7000,0.153063733708895
7500,40,200,7000,0.153063733708895
7500,40,225,7000,0.153063733708895
7500,40,250,7000,0.153063733708895
6500,35,150,8500,0.15297366639241683
6500,35,175,8500,0.15297366639241683
6500,35,200,8500,0.15297366639241683
6500,35,225,8500,0.15297366639241683
6500,35,250,8500,0.15297366639241683
5500,30,150,7000,0.15290084677769292
5500,30,175,7000,0.15290084677769292
5500,30,200,7000,0.15290084677769292
5500,30,225,7000,0.15290084677769292
5500,30,250,7000,0.15290084677769292
8500,25,150,8500,0.1528829994651207
8500,20,150,9000,0.15283456895646277
9000,45,200,6500,0.15277726710920417
9000,45,225,6500,0.15277726710920417
9000,45,250,6500,0.15277726710920417
7500,40,150,8500,0.15271592236423068
7500,40,175,8500,0.15271592236423068
7500,40,200,8500,0.15271592236423068
7500,40,225,8500,0.15271592236423068
7500,40,250,8500,0.15271592236423068
7500,40,150,6500,0.1526742893029323
7500,40,175,6500,0.1526742893029323
7500,40,200,6500,0.1526742893029323
7500,40,225,6500,0.1526742893029323
7500,40,250,6500,0.1526742893029323
6500,35,150,7000,0.15263311202253624
6500,35,175,7000,0.15263311202253624
6500,35,200,7000,0.15263311202253624
6500,35,225,7000,0.15263311202253624
6500,35,250,7000,0.15263311202253624
5500,30,150,6500,0.15250707895709859
5500,30,175,6500,0.15250707895709859
5500,30,200,6500,0.15250707895709859
5500,30,225,6500,0.15250707895709859
5500,30,250,6500,0.15250707895709859
9000,25,150,6000,0.15232317605260706
8500,45,175,7500,0.15225157105033277
8500,45,200,7500,0.15225157105033277
8500,45,225,7500,0.15225157105033277
8500,45,250,7500,0.15225157105033277
6500,35,150,6500,0.15224208406509493
6500,35,175,6500,0.15224208406509493
6500,35,200,6500,0.15224208406509493
6500,35,225,6500,0.15224208406509493
6500,35,250,6500,0.15224208406509493
9000,45,200,6000,0.15219723835674223
9000,45,225,6000,0.15219723835674223
9000,45,250,6000,0.15219723835674223
7000,40,150,8000,0.152155035602853
7000,40,175,8000,0.152155035602853
7000,40,200,8000,0.152155035602853
7000,40,225,8000,0.152155035602853
7000,40,250,8000,0.152155035602853
9000,45,200,8500,0.1521299776401263
9000,45,225,8500,0.1521299776401263
9000,45,250,8500,0.1521299776401263
7500,40,150,6000,0.15208945069111232
7500,40,175,6000,0.15208945069111232
7500,40,200,6000,0.15208945069111232
7500,40,225,6000,0.15208945069111232
7500,40,250,6000,0.15208945069111232
8500,45,175,8000,0.15195625935171073
8500,45,200,8000,0.15195625935171073
8500,45,225,8000,0.15195625935171073
8500,45,250,8000,0.15195625935171073
8500,40,175,9000,0.15192758239864151
8500,40,200,9000,0.15192758239864151
8500,40,225,9000,0.15192758239864151
8500,40,250,9000,0.15192758239864151
5500,30,150,6000,0.15191574034697197
5500,30,175,6000,0.15191574034697197
5500,30,200,6000,0.15191574034697197
5500,30,225,6000,0.15191574034697197
5500,30,250,6000,0.15191574034697197
9000,25,150,6500,0.15189495664637645
7000,40,150,7500,0.15176338000490103
7000,40,175,7500,0.15176338000490103
7000,40,200,7500,0.15176338000490103
7000,40,225,7500,0.15176338000490103
7000,40,250,7500,0.15176338000490103
5000,25,150,9000,0.1516986178860841
5000,25,175,9000,0.1516986178860841
5000,25,200,9000,0.1516986178860841
5000,25,225,9000,0.1516986178860841
5000,25,250,9000,0.1516986178860841
8500,45,175,7000,0.15166730848140522
8500,45,200,7000,0.15166730848140522
8500,45,225,7000,0.15166730848140522
8500,45,250,7000,0.15166730848140522
6500,35,150,6000,0.15165486499260036
6500,35,175,6000,0.15165486499260036
6500,35,200,6000,0.15165486499260036
6500,35,225,6000,0.15165486499260036
6500,35,250,6000,0.15165486499260036
9000,25,150,7000,0.15160993644598408
9000,20,150,9000,0.15157312483104243
7000,40,150,8500,0.1515185425605874
7000,40,175,8500,0.1515185425605874
7000,40,200,8500,0.1515185425605874
7000,40,225,8500,0.1515185425605874
7000,40,250,8500,0.1515185425605874
6000,30,150,9000,0.15142938788041738
6000,30,175,9000,0.15142938788041738
6000,30,200,9000,0.15142938788041738
6000,30,225,9000,0.15142938788041738
6000,30,250,9000,0.15142938788041738
9000,25,150,7500,0.1513252829411302
8500,45,175,6500,0.15127735248549087
8500,45,200,6500,0.15127735248549087
8500,45,225,6500,0.15127735248549087
8500,45,250,6500,0.15127735248549087
7000,40,150,7000,0.1511752176787034
7000,40,175,7000,0.1511752176787034
7000,40,200,7000,0.1511752176787034
7000,40,225,7000,0.1511752176787034
7000,40,250,7000,0.1511752176787034
9000,40,175,9000,0.15106754507983872
5000,30,150,8000,0.1509817731817613
5000,30,175,8000,0.1509817731817613
5000,30,200,8000,0.1509817731817613
5000,30,225,8000,0.1509817731817613
5000,30,250,8000,0.1509817731817613
8500,45,175,8500,0.1509777335746846
8500,45,200,8500,0.1509777335746846
8500,45,225,8500,0.1509777335746846
8500,45,250,8500,0.1509777335746846
9000,25,150,8000,0.15089898869146195
5000,30,150,8500,0.15083643566050367
5000,30,175,8500,0.15083643566050367
5000,30,200,8500,0.15083643566050367
5000,30,225,8500,0.15083643566050367
5000,30,250,8500,0.15083643566050367
8000,25,150,9000,0.15079319336787436
7000,40,150,6500,0.1507826561090845
7000,40,175,6500,0.1507826561090845
7000,40,200,6500,0.1507826561090845
7000,40,225,6500,0.1507826561090845
7000,40,250,6500,0.1507826561090845
9000,45,175,7500,0.15069501155534698
8500,45,175,6000,0.15069174583127884
8500,45,200,6000,0.15069174583127884
8500,45,225,6000,0.15069174583127884
8500,45,250,6000,0.15069174583127884
7000,35,150,9000,0.1506589317362494
7000,35,175,9000,0.1506589317362494
7000,35,200,9000,0.1506589317362494
7000,35,225,9000,0.1506589317362494
7000,35,250,9000,0.1506589317362494
5000,30,150,7500,0.1505819983865391
5000,30,175,7500,0.1505819983865391
5000,30,200,7500,0.1505819983865391
5000,30,225,7500,0.1505819983865391
5000,30,250,7500,0.1505819983865391
9000,45,175,7000,0.15044982841966853
8000,30,150,7000,0.15042642051473493
9000,45,175,8000,0.15040189190336892
8000,30,150,6500,0.15037249529769356
8000,40,175,9000,0.15032663739020777
8000,40,200,9000,0.15032663739020777
8000,40,225,9000,0.15032663739020777
8000,40,250,9000,0.15032663739020777
6000,35,150,8000,0.1502265425935203
6000,35,175,8000,0.1502265425935203
6000,35,200,8000,0.1502265425935203
6000,35,225,8000,0.1502265425935203
6000,35,250,8000,0.1502265425935203
8000,45,175,8000,0.15019985977947137
8000,45,200,8000,0.15019985977947137
8000,45,225,8000,0.15019985977947137
8000,45,250,8000,0.15019985977947137
7000,40,150,6000,0.15019313246756363
7000,40,175,6000,0.15019313246756363
7000,40,200,6000,0.15019313246756363
7000,40,225,6000,0.15019313246756363
7000,40,250,6000,0.15019313246756363
6000,35,150,8500,0.1500806084434123
6000,35,175,8500,0.1500806084434123
6000,35,200,8500,0.1500806084434123
6000,35,225,8500,0.1500806084434123
6000,35,250,8500,0.1500806084434123
9000,45,175,6500,0.15005757939432202
5500,30,150,9000,0.15002617572252497
5500,30,175,9000,0.15002617572252497
5500,30,200,9000,0.15002617572252497
5500,30,225,9000,0.15002617572252497
5500,30,250,9000,0.15002617572252497
8000,30,150,7500,0.14999640998567879
5000,30,150,7000,0.14998162979169993
5000,30,175,7000,0.14998162979169993
5000,30,200,7000,0.14998162979169993
5000,30,225,7000,0.14998162979169993
5000,30,250,7000,0.14998162979169993
9000,25,150,8500,0.14994498824937919
6000,35,150,7500,0.1498284353688756
6000,35,175,7500,0.1498284353688756
6000,35,200,7500,0.1498284353688756
6000,35,225,7500,0.1498284353688756
6000,35,250,7500,0.1498284353688756
8000,45,175,7500,0.14980557389254856
8000,45,200,7500,0.14980557389254856
8000,45,225,7500,0.14980557389254856
8000,45,250,7500,0.14980557389254856
8000,30,150,6000,0.14977959591936263
8000,30,150,8000,0.1497102037582418
5000,30,150,6500,0.14958091235010507
5000,30,175,6500,0.14958091235010507
5000,30,200,6500,0.14958091235010507
5000,30,225,6500,0.14958091235010507
5000,30,250,6500,0.14958091235010507
6500,40,150,8000,0.14948430117941286
6500,40,150,8500,0.14948430117941286
6500,40,175,8000,0.14948430117941286
6500,40,175,8500,0.14948430117941286
6500,40,200,8000,0.14948430117941286
6500,40,200,8500,0.14948430117941286
6500,40,225,8000,0.14948430117941286
6500,40,225,8500,0.14948430117941286
6500,40,250,8000,0.14948430117941286
6500,40,250,8500,0.14948430117941286
9000,45,175,6000,0.14946852623518334
9000,45,175,8500,0.14942534230714644
6500,35,150,9000,0.1494152394333881
6500,35,175,9000,0.1494152394333881
6500,35,200,9000,0.1494152394333881
6500,35,225,9000,0.1494152394333881
6500,35,250,9000,0.1494152394333881
6000,35,150,7000,0.14923057463589046
6000,35,175,7000,0.14923057463589046
6000,35,200,7000,0.14923057463589046
6000,35,225,7000,0.14923057463589046
6000,35,250,7000,0.14923057463589046
8000,45,175,8500,0.14921834630024527
8000,45,200,8500,0.14921834630024527
8000,45,225,8500,0.14921834630024527
8000,45,250,8500,0.14921834630024527
8000,45,175,7000,0.14921345856414028
8000,45,200,7000,0.14921345856414028
8000,45,225,7000,0.14921345856414028
8000,45,250,7000,0.14921345856414028
8500,30,150,6500,0.1491610034639843
7500,40,150,9000,0.14915896179124427
7500,40,175,9000,0.14915896179124427
7500,40,200,9000,0.14915896179124427
7500,40,225,9000,0.14915896179124427
7500,40,250,9000,0.14915896179124427
8500,25,150,9000,0.14911027336366803
6500,40,150,7500,0.14908644765645374
6500,40,175,7500,0.14908644765645374
6500,40,200,7500,0.14908644765645374
6500,40,225,7500,0.14908644765645374
6500,40,250,7500,0.14908644765645374
5000,30,150,6000,0.14897912728496351
5000,30,175,6000,0.14897912728496351
5000,30,200,6000,0.14897912728496351
5000,30,225,6000,0.14897912728496351
5000,30,250,6000,0.14897912728496351
5500,35,150,8000,0.14896847163903792
5500,35,150,8500,0.14896847163903792
5500,35,175,8000,0.14896847163903792
5500,35,175,8500,0.14896847163903792
5500,35,200,8000,0.14896847163903792
5500,35,200,8500,0.14896847163903792
5500,35,225,8000,0.14896847163903792
5500,35,225,8500,0.14896847163903792
5500,35,250,8000,0.14896847163903792
5500,35,250,8500,0.14896847163903792
8500,30,150,6000,0.14890769974840334
8500,30,150,7000,0.14887558610316567
7500,45,150,8000,0.1488334858188472
7500,45,175,8000,0.1488334858188472
7500,45,200,8000,0.1488334858188472
7500,45,225,8000,0.1488334858188472
7500,45,250,8000,0.1488334858188472
6000,35,150,6500,0.14883153345057715
6000,35,175,6500,0.14883153345057715
6000,35,200,6500,0.14883153345057715
6000,35,225,6500,0.14883153345057715
6000,35,250,6500,0.14883153345057715
8000,45,175,6500,0.14881825660244746
8000,45,200,6500,0.14881825660244746
8000,45,225,6500,0.14881825660244746
8000,45,250,6500,0.14881825660244746
8000,30,150,8500,0.14874454309241883
8500,30,150,7500,0.14859054126542917
5500,35,150,7500,0.1485660135218402
5500,35,175,7500,0.1485660135218402
5500,35,200,7500,0.1485660135218402
5500,35,225,7500,0.1485660135218402
5500,35,250,7500,0.1485660135218402
6500,40,150,7000,0.1484889689785171
6500,40,175,7000,0.1484889689785171
6500,40,200,7000,0.1484889689785171
6500,40,225,7000,0.1484889689785171
6500,40,250,7000,0.1484889689785171
7500,45,150,7500,0.14843744040763085
7500,45,175,7500,0.14843744040763085
7500,45,200,7500,0.14843744040763085
7500,45,225,7500,0.14843744040763085
7500,45,250,7500,0.14843744040763085
7500,45,150,8500,0.1483423147007113
7500,45,175,8500,0.1483423147007113
7500,45,200,8500,0.1483423147007113
7500,45,225,8500,0.1483423147007113
7500,45,250,8500,0.1483423147007113
9000,50,200,7500,0.14831606018613827
9000,50,225,7500,0.14831606018613827
9000,50,250,7500,0.14831606018613827
9000,45,200,9000,0.14829412133369546
9000,45,225,9000,0.14829412133369546
9000,45,250,9000,0.14829412133369546
6000,35,150,6000,0.14823226931143602
6000,35,175,6000,0.14823226931143602
6000,35,200,6000,0.14823226931143602
6000,35,225,6000,0.14823226931143602
6000,35,250,6000,0.14823226931143602
8000,45,175,6000,0.14822476476726185
8000,45,200,6000,0.14822476476726185
8000,45,225,6000,0.14822476476726185
8000,45,250,6000,0.14822476476726185
8500,30,150,8000,0.14816367089577956
7000,40,150,9000,0.14809690556873872
7000,40,175,9000,0.14809690556873872
7000,40,200,9000,0.14809690556873872
7000,40,225,9000,0.14809690556873872
7000,40,250,9000,0.14809690556873872
6500,40,150,6500,0.14809018350104902
6500,40,175,6500,0.14809018350104902
6500,40,200,6500,0.14809018350104902
6500,40,225,6500,0.14809018350104902
6500,40,250,6500,0.14809018350104902
5000,30,150,9000,0.14807813380982043
5000,30,175,9000,0.14807813380982043
5000,30,200,9000,0.14807813380982043
5000,30,225,9000,0.14807813380982043
5000,30,250,9000,0.14807813380982043
9000,50,200,8000,0.148021629123781
9000,50,225,8000,0.148021629123781
9000,50,250,8000,0.148021629123781
5500,35,150,7000,0.1479616121208256
5500,35,175,7000,0.1479616121208256
5500,35,200,7000,0.1479616121208256
5500,35,225,7000,0.1479616121208256
5500,35,250,7000,0.1479616121208256
7500,45,150,7000,0.14784268076255172
7500,45,175,7000,0.14784268076255172
7500,45,200,7000,0.14784268076255172
7500,45,225,7000,0.14784268076255172
7500,45,250,7000,0.14784268076255172
9000,50,200,7000,0.14772292266561712
9000,50,225,7000,0.14772292266561712
