windowSizeObjectUse,thresholdMinDistanceRFID,thresholdMaxDistanceRFID,windowSizeHAR,cohenKappa
9000,50,250,7000,0.14772292266561712
5500,35,150,6500,0.1475582009142939
5500,35,175,6500,0.1475582009142939
5500,35,200,6500,0.1475582009142939
5500,35,225,6500,0.1475582009142939
5500,35,250,6500,0.1475582009142939
9000,30,150,6000,0.14751742090416844
6500,40,150,6000,0.14749130443521
6500,40,175,6000,0.14749130443521
6500,40,200,6000,0.14749130443521
6500,40,225,6000,0.14749130443521
6500,40,250,6000,0.14749130443521
7500,45,150,6500,0.14744571256200048
7500,45,175,6500,0.14744571256200048
7500,45,200,6500,0.14744571256200048
7500,45,225,6500,0.14744571256200048
7500,45,250,6500,0.14744571256200048
9000,30,150,6500,0.14743266690648532
8500,45,175,9000,0.14741792950749694
8500,45,200,9000,0.14741792950749694
8500,45,225,9000,0.14741792950749694
8500,45,250,9000,0.14741792950749694
9000,50,200,6500,0.14732703846289907
9000,50,225,6500,0.14732703846289907
9000,50,250,6500,0.14732703846289907
8500,30,150,8500,0.14720041117473281
9000,30,150,7000,0.14714932344103154
8500,50,175,8000,0.14708684658205023
8500,50,200,8000,0.14708684658205023
8500,50,225,8000,0.14708684658205023
8500,50,250,8000,0.14708684658205023
9000,50,200,8500,0.1470389721154407
9000,50,225,8500,0.1470389721154407
9000,50,250,8500,0.1470389721154407
6000,35,150,9000,0.1469799629930347
6000,35,175,9000,0.1469799629930347
6000,35,200,9000,0.1469799629930347
6000,35,225,9000,0.1469799629930347
6000,35,250,9000,0.1469799629930347
5500,35,150,6000,0.14695236733986364
5500,35,175,6000,0.14695236733986364
5500,35,200,6000,0.14695236733986364
5500,35,225,6000,0.14695236733986364
5500,35,250,6000,0.14695236733986364
7500,45,150,6000,0.14684956631385881
7500,45,175,6000,0.14684956631385881
7500,45,200,6000,0.14684956631385881
7500,45,225,6000,0.14684956631385881
7500,45,250,6000,0.14684956631385881
7000,45,150,8000,0.14674675651252272
7000,45,150,8500,0.14674675651252272
7000,45,175,8000,0.14674675651252272
7000,45,175,8500,0.14674675651252272
7000,45,200,8000,0.14674675651252272
7000,45,200,8500,0.14674675651252272
7000,45,225,8000,0.14674675651252272
7000,45,225,8500,0.14674675651252272
7000,45,250,8000,0.14674675651252272
7000,45,250,8500,0.14674675651252272
9000,50,200,6000,0.14673252209460896
9000,50,225,6000,0.14673252209460896
9000,50,250,6000,0.14673252209460896
9000,30,150,7500,0.14672500162142066
8500,50,175,7500,0.14668797584246202
8500,50,200,7500,0.14668797584246202
8500,50,225,7500,0.14668797584246202
8500,50,250,7500,0.14668797584246202
9000,30,150,8000,0.1464425816056358
6000,40,150,8000,0.1463571483428377
6000,40,150,8500,0.1463571483428377
6000,40,175,8000,0.1463571483428377
6000,40,175,8500,0.1463571483428377
6000,40,200,8000,0.1463571483428377
6000,40,200,8500,0.1463571483428377
6000,40,225,8000,0.1463571483428377
6000,40,225,8500,0.1463571483428377
6000,40,250,8000,0.1463571483428377
6000,40,250,8500,0.1463571483428377
8500,50,175,8500,0.14624867078643153
8500,50,200,8500,0.14624867078643153
8500,50,225,8500,0.14624867078643153
8500,50,250,8500,0.14624867078643153
5500,35,150,9000,0.14619863894103208
5500,35,175,9000,0.14619863894103208
5500,35,200,9000,0.14619863894103208
5500,35,225,9000,0.14619863894103208
5500,35,250,9000,0.14619863894103208
7000,45,150,7500,0.14619820202036113
7000,45,175,7500,0.14619820202036113
7000,45,200,7500,0.14619820202036113
7000,45,225,7500,0.14619820202036113
7000,45,250,7500,0.14619820202036113
9000,25,150,9000,0.14617684861177171
5000,35,150,8000,0.1461157465333047
5000,35,150,8500,0.1461157465333047
5000,35,175,8000,0.1461157465333047
5000,35,175,8500,0.1461157465333047
5000,35,200,8000,0.1461157465333047
5000,35,200,8500,0.1461157465333047
5000,35,225,8000,0.1461157465333047
5000,35,225,8500,0.1461157465333047
5000,35,250,8000,0.1461157465333047
5000,35,250,8500,0.1461157465333047
8500,50,175,7000,0.14608896973705965
8500,50,200,7000,0.14608896973705965
8500,50,225,7000,0.14608896973705965
8500,50,250,7000,0.14608896973705965
6500,40,150,9000,0.14603582130685158
6500,40,175,9000,0.14603582130685158
6500,40,200,9000,0.14603582130685158
6500,40,225,9000,0.14603582130685158
6500,40,250,9000,0.14603582130685158
8000,35,150,7000,0.14595399216944696
8000,35,150,7500,0.1458698092180857
6000,40,150,7500,0.14580674655578807
6000,40,175,7500,0.14580674655578807
6000,40,200,7500,0.14580674655578807
6000,40,225,7500,0.14580674655578807
6000,40,250,7500,0.14580674655578807
8000,45,175,9000,0.14578445055938807
8000,45,200,9000,0.14578445055938807
8000,45,225,9000,0.14578445055938807
8000,45,250,9000,0.14578445055938807
8500,50,175,6500,0.14568916490471548
8500,50,200,6500,0.14568916490471548
8500,50,225,6500,0.14568916490471548
8500,50,250,6500,0.14568916490471548
7000,45,150,7000,0.1455935234431428
7000,45,175,7000,0.1455935234431428
7000,45,200,7000,0.1455935234431428
7000,45,225,7000,0.1455935234431428
7000,45,250,7000,0.1455935234431428
8000,35,150,8000,0.14558460169007792
9000,50,175,7500,0.14558063856240813
9000,45,175,9000,0.14557639515446144
8000,35,150,6500,0.14555090395178924
9000,30,150,8500,0.14548166330455645
5000,35,150,7500,0.14541615545895809
5000,35,175,7500,0.14541615545895809
5000,35,200,7500,0.14541615545895809
5000,35,225,7500,0.14541615545895809
5000,35,250,7500,0.14541615545895809
6500,45,150,8000,0.1453289796213492
6500,45,150,8500,0.1453289796213492
6500,45,175,8000,0.1453289796213492
6500,45,175,8500,0.1453289796213492
6500,45,200,8000,0.1453289796213492
6500,45,200,8500,0.1453289796213492
6500,45,225,8000,0.1453289796213492
6500,45,225,8500,0.1453289796213492
6500,45,250,8000,0.1453289796213492
6500,45,250,8500,0.1453289796213492
9000,50,175,8000,0.14528890606460063
8000,50,175,8000,0.14525471822497388
8000,50,200,8000,0.14525471822497388
8000,50,225,8000,0.14525471822497388
8000,50,250,8000,0.14525471822497388
6000,40,150,7000,0.14519842342926362
6000,40,175,7000,0.14519842342926362
6000,40,200,7000,0.14519842342926362
6000,40,225,7000,0.14519842342926362
6000,40,250,7000,0.14519842342926362
7000,45,150,6500,0.14518992833934022
7000,45,175,6500,0.14518992833934022
7000,45,200,6500,0.14518992833934022
7000,45,225,6500,0.14518992833934022
7000,45,250,6500,0.14518992833934022
8500,50,175,6000,0.14508875519904935
8500,50,200,6000,0.14508875519904935
8500,50,225,6000,0.14508875519904935
8500,50,250,6000,0.14508875519904935
9000,50,175,7000,0.1449781782362915
8000,35,150,6000,0.14494555769176887
8000,30,150,9000,0.14492564711125677
8000,50,175,8500,0.14490686778796666
8000,50,200,8500,0.14490686778796666
8000,50,225,8500,0.14490686778796666
8000,50,250,8500,0.14490686778796666
7500,45,150,9000,0.1449010652172423
7500,45,175,9000,0.1449010652172423
7500,45,200,9000,0.1449010652172423
7500,45,225,9000,0.1449010652172423
7500,45,250,9000,0.1449010652172423
5000,35,150,7000,0.1447989525867736
5000,35,175,7000,0.1447989525867736
5000,35,200,7000,0.1447989525867736
5000,35,225,7000,0.1447989525867736
5000,35,250,7000,0.1447989525867736
6000,40,150,6500,0.14479239308959085
6000,40,175,6500,0.14479239308959085
6000,40,200,6500,0.14479239308959085
6000,40,225,6500,0.14479239308959085
6000,40,250,6500,0.14479239308959085
8000,50,175,7500,0.14470513387779385
8000,50,200,7500,0.14470513387779385
8000,50,225,7500,0.14470513387779385
8000,50,250,7500,0.14470513387779385
6500,45,150,7500,0.14463175856109853
6500,45,175,7500,0.14463175856109853
6500,45,200,7500,0.14463175856109853
6500,45,225,7500,0.14463175856109853
6500,45,250,7500,0.14463175856109853
8000,35,150,8500,0.1446129425512596
7000,45,150,6000,0.14458382025496005
7000,45,175,6000,0.14458382025496005
7000,45,200,6000,0.14458382025496005
7000,45,225,6000,0.14458382025496005
7000,45,250,6000,0.14458382025496005
9000,50,175,6500,0.14457606579547036
5500,40,150,8000,0.14450311569358595
5500,40,150,8500,0.14450311569358595
5500,40,175,8000,0.14450311569358595
5500,40,175,8500,0.14450311569358595
5500,40,200,8000,0.14450311569358595
5500,40,200,8500,0.14450311569358595
5500,40,225,8000,0.14450311569358595
5500,40,225,8500,0.14450311569358595
5500,40,250,8000,0.14450311569358595
5500,40,250,8500,0.14450311569358595
5000,35,150,6500,0.14438698847772155
5000,35,175,6500,0.14438698847772155
5000,35,200,6500,0.14438698847772155
5000,35,225,6500,0.14438698847772155
5000,35,250,6500,0.14438698847772155
9000,50,175,8500,0.14430544647691385
6000,40,150,6000,0.14418262382359204
6000,40,175,6000,0.14418262382359204
6000,40,200,6000,0.14418262382359204
6000,40,225,6000,0.14418262382359204
6000,40,250,6000,0.14418262382359204
8000,50,175,7000,0.14409936062504708
8000,50,200,7000,0.14409936062504708
8000,50,225,7000,0.14409936062504708
8000,50,250,7000,0.14409936062504708
6500,45,150,7000,0.14402202722844828
6500,45,175,7000,0.14402202722844828
6500,45,200,7000,0.14402202722844828
6500,45,225,7000,0.14402202722844828
6500,45,250,7000,0.14402202722844828
9000,50,175,6000,0.14397218746567703
5500,40,150,7500,0.1438019475594519
5500,40,175,7500,0.1438019475594519
5500,40,200,7500,0.1438019475594519
5500,40,225,7500,0.1438019475594519
5500,40,250,7500,0.1438019475594519
5000,35,150,6000,0.14376829758949244
5000,35,175,6000,0.14376829758949244
5000,35,200,6000,0.14376829758949244
5000,35,225,6000,0.14376829758949244
5000,35,250,6000,0.14376829758949244
8000,50,175,6500,0.14369503484639398
8000,50,200,6500,0.14369503484639398
8000,50,225,6500,0.14369503484639398
8000,50,250,6500,0.14369503484639398
5000,35,150,9000,0.14366834398574294
5000,35,175,9000,0.14366834398574294
5000,35,200,9000,0.14366834398574294
5000,35,225,9000,0.14366834398574294
5000,35,250,9000,0.14366834398574294
7000,45,150,9000,0.14362451549797267
7000,45,175,9000,0.14362451549797267
7000,45,200,9000,0.14362451549797267
7000,45,225,9000,0.14362451549797267
7000,45,250,9000,0.14362451549797267
6500,45,150,6500,0.14361505651684522
6500,45,175,6500,0.14361505651684522
6500,45,200,6500,0.14361505651684522
6500,45,225,6500,0.14361505651684522
6500,45,250,6500,0.14361505651684522
9000,50,200,9000,0.14359995218698568
9000,50,225,9000,0.14359995218698568
9000,50,250,9000,0.14359995218698568
6000,40,150,9000,0.14357646909439786
6000,40,175,9000,0.14357646909439786
6000,40,200,9000,0.14357646909439786
6000,40,225,9000,0.14357646909439786
6000,40,250,9000,0.14357646909439786
8500,30,150,9000,0.1433874802807563
8500,35,150,7000,0.14334570590525317
8500,35,150,6500,0.14328498450815627
7500,50,150,8000,0.143184453129088
7500,50,150,8500,0.143184453129088
7500,50,175,8000,0.143184453129088
7500,50,175,8500,0.143184453129088
7500,50,200,8000,0.143184453129088
7500,50,200,8500,0.143184453129088
7500,50,225,8000,0.143184453129088
7500,50,225,8500,0.143184453129088
7500,50,250,8000,0.143184453129088
7500,50,250,8500,0.143184453129088
8000,50,175,6000,0.14308782941037987
8000,50,200,6000,0.14308782941037987
8000,50,225,6000,0.14308782941037987
8000,50,250,6000,0.14308782941037987
5500,40,150,7000,0.1430392842286603
5500,40,175,7000,0.1430392842286603
5500,40,200,7000,0.1430392842286603
5500,40,225,7000,0.1430392842286603
5500,40,250,7000,0.1430392842286603
6500,45,150,6000,0.14300387433541564
6500,45,175,6000,0.14300387433541564
6500,45,200,6000,0.14300387433541564
6500,45,225,6000,0.14300387433541564
6500,45,250,6000,0.14300387433541564
8500,35,150,7500,0.14292025204315992
8500,50,175,9000,0.14279482632757548
8500,50,200,9000,0.14279482632757548
8500,50,225,9000,0.14279482632757548
8500,50,250,9000,0.14279482632757548
5000,40,150,8000,0.14269644383783545
5000,40,150,8500,0.14269644383783545
5000,40,175,8000,0.14269644383783545
5000,40,175,8500,0.14269644383783545
5000,40,200,8000,0.14269644383783545
5000,40,200,8500,0.14269644383783545
5000,40,225,8000,0.14269644383783545
5000,40,225,8500,0.14269644383783545
5000,40,250,8000,0.14269644383783545
5000,40,250,8500,0.14269644383783545
8500,35,150,6000,0.14267622665943
8500,35,150,8000,0.14263708485880602
7500,50,150,7500,0.14263123398263966
7500,50,175,7500,0.14263123398263966
7500,50,200,7500,0.14263123398263966
7500,50,225,7500,0.14263123398263966
7500,50,250,7500,0.14263123398263966
5500,40,150,6500,0.14262670694130178
5500,40,175,6500,0.14262670694130178
5500,40,200,6500,0.14262670694130178
5500,40,225,6500,0.14262670694130178
5500,40,250,6500,0.14262670694130178
6500,45,150,9000,0.14254171863492052
6500,45,175,9000,0.14254171863492052
6500,45,200,9000,0.14254171863492052
6500,45,225,9000,0.14254171863492052
6500,45,250,9000,0.14254171863492052
6000,45,150,8000,0.1424224862358736
6000,45,150,8500,0.1424224862358736
6000,45,175,8000,0.1424224862358736
6000,45,175,8500,0.1424224862358736
6000,45,200,8000,0.1424224862358736
6000,45,200,8500,0.1424224862358736
6000,45,225,8000,0.1424224862358736
6000,45,225,8500,0.1424224862358736
6000,45,250,8000,0.1424224862358736
6000,45,250,8500,0.1424224862358736
5500,40,150,9000,0.14205020675253552
5500,40,175,9000,0.14205020675253552
5500,40,200,9000,0.14205020675253552
5500,40,225,9000,0.14205020675253552
5500,40,250,9000,0.14205020675253552
7500,50,150,7000,0.14201897948550413
7500,50,175,7000,0.14201897948550413
7500,50,200,7000,0.14201897948550413
7500,50,225,7000,0.14201897948550413
7500,50,250,7000,0.14201897948550413
5500,40,150,6000,0.14200709560109387
5500,40,175,6000,0.14200709560109387
5500,40,200,6000,0.14200709560109387
5500,40,225,6000,0.14200709560109387
5500,40,250,6000,0.14200709560109387
5000,40,150,7500,0.14199043589373253
5000,40,175,7500,0.14199043589373253
5000,40,200,7500,0.14199043589373253
5000,40,225,7500,0.14199043589373253
5000,40,250,7500,0.14199043589373253
7000,50,150,8000,0.14174794132117463
7000,50,150,8500,0.14174794132117463
7000,50,175,8000,0.14174794132117463
7000,50,175,8500,0.14174794132117463
7000,50,200,8000,0.14174794132117463
7000,50,200,8500,0.14174794132117463
7000,50,225,8000,0.14174794132117463
7000,50,225,8500,0.14174794132117463
7000,50,250,8000,0.14174794132117463
7000,50,250,8500,0.14174794132117463
6000,45,150,7500,0.1417189763399324
6000,45,175,7500,0.1417189763399324
6000,45,200,7500,0.1417189763399324
6000,45,225,7500,0.1417189763399324
6000,45,250,7500,0.1417189763399324
9000,30,150,9000,0.14167318016990632
8500,35,150,8500,0.14166699274679226
9000,35,150,6500,0.1416408493685374
7500,50,150,6500,0.14161032379351338
7500,50,175,6500,0.14161032379351338
7500,50,200,6500,0.14161032379351338
7500,50,225,6500,0.14161032379351338
7500,50,250,6500,0.14161032379351338
8000,50,175,9000,0.1414321012622198
8000,50,200,9000,0.1414321012622198
8000,50,225,9000,0.1414321012622198
8000,50,250,9000,0.1414321012622198
9000,35,150,7000,0.1413601065105033
9000,35,150,7500,0.14107973614421288
5000,40,150,7000,0.14107526508293067
5000,40,175,7000,0.14107526508293067
5000,40,200,7000,0.14107526508293067
5000,40,225,7000,0.14107526508293067
5000,40,250,7000,0.14107526508293067
7000,50,150,7500,0.14104462559543984
7000,50,175,7500,0.14104462559543984
7000,50,200,7500,0.14104462559543984
7000,50,225,7500,0.14104462559543984
7000,50,250,7500,0.14104462559543984
9000,35,150,6000,0.1410256789543457
7500,50,150,6000,0.14099660982471718
7500,50,175,6000,0.14099660982471718
7500,50,200,6000,0.14099660982471718
7500,50,225,6000,0.14099660982471718
7500,50,250,6000,0.14099660982471718
5500,45,150,8000,0.14097365755475916
5500,45,150,8500,0.14097365755475916
5500,45,175,8000,0.14097365755475916
5500,45,175,8500,0.14097365755475916
5500,45,200,8000,0.14097365755475916
5500,45,200,8500,0.14097365755475916
5500,45,225,8000,0.14097365755475916
5500,45,225,8500,0.14097365755475916
5500,45,250,8000,0.14097365755475916
5500,45,250,8500,0.14097365755475916
9000,50,175,9000,0.14084891547723213
6000,45,150,7000,0.14080834419817473
6000,45,175,7000,0.14080834419817473
6000,45,200,7000,0.14080834419817473
6000,45,225,7000,0.14080834419817473
6000,45,250,7000,0.14080834419817473
8000,35,150,9000,0.14076069288998283
9000,35,150,8000,0.14065987739673336
5000,40,150,6500,0.1406560934469623
5000,40,175,6500,0.1406560934469623
5000,40,200,6500,0.1406560934469623
5000,40,225,6500,0.1406560934469623
5000,40,250,6500,0.1406560934469623
6500,50,150,8000,0.14057606340773202
6500,50,150,8500,0.14057606340773202
6500,50,175,8000,0.14057606340773202
6500,50,175,8500,0.14057606340773202
6500,50,200,8000,0.14057606340773202
6500,50,200,8500,0.14057606340773202
6500,50,225,8000,0.14057606340773202
6500,50,225,8500,0.14057606340773202
6500,50,250,8000,0.14057606340773202
6500,50,250,8500,0.14057606340773202
6000,45,150,6500,0.14039325571283637
6000,45,175,6500,0.14039325571283637
6000,45,200,6500,0.14039325571283637
6000,45,225,6500,0.14039325571283637
6000,45,250,6500,0.14039325571283637
7000,50,150,7000,0.14027940012285428
7000,50,175,7000,0.14027940012285428
7000,50,200,7000,0.14027940012285428
7000,50,225,7000,0.14027940012285428
7000,50,250,7000,0.14027940012285428
5500,45,150,7500,0.14026668029099648
5500,45,175,7500,0.14026668029099648
5500,45,200,7500,0.14026668029099648
5500,45,225,7500,0.14026668029099648
5500,45,250,7500,0.14026668029099648
5000,40,150,9000,0.14022659537374355
5000,40,175,9000,0.14022659537374355
5000,40,200,9000,0.14022659537374355
5000,40,225,9000,0.14022659537374355
5000,40,250,9000,0.14022659537374355
8000,40,150,7500,0.14016213910524236
7500,50,150,9000,0.14004294875297604
7500,50,175,9000,0.14004294875297604
7500,50,200,9000,0.14004294875297604
7500,50,225,9000,0.14004294875297604
7500,50,250,9000,0.14004294875297604
5000,40,150,6000,0.14002656831700538
5000,40,175,6000,0.14002656831700538
5000,40,200,6000,0.14002656831700538
5000,40,225,6000,0.14002656831700538
5000,40,250,6000,0.14002656831700538
6000,45,150,9000,0.13996138996138993
6000,45,175,9000,0.13996138996138993
6000,45,200,9000,0.13996138996138993
6000,45,225,9000,0.13996138996138993
6000,45,250,9000,0.13996138996138993
8000,40,150,8000,0.13987921412736026
6500,50,150,7500,0.1398702414464728
6500,50,175,7500,0.1398702414464728
6500,50,200,7500,0.1398702414464728
6500,50,225,7500,0.1398702414464728
6500,50,250,7500,0.1398702414464728
7000,50,150,6500,0.13986533143936225
7000,50,175,6500,0.13986533143936225
7000,50,200,6500,0.13986533143936225
7000,50,225,6500,0.13986533143936225
7000,50,250,6500,0.13986533143936225
6000,45,150,6000,0.13976987043125122
6000,45,175,6000,0.13976987043125122
6000,45,200,6000,0.13976987043125122
6000,45,225,6000,0.13976987043125122
6000,45,250,6000,0.13976987043125122
9000,35,150,8500,0.1396921074803578
8000,40,150,7000,0.139540502379737
7000,50,150,6000,0.13924348001620018
7000,50,175,6000,0.13924348001620018
7000,50,200,6000,0.13924348001620018
7000,50,225,6000,0.13924348001620018
7000,50,250,6000,0.13924348001620018
5500,45,150,7000,0.13920672472998893
5500,45,175,7000,0.13920672472998893
5500,45,200,7000,0.13920672472998893
5500,45,225,7000,0.13920672472998893
5500,45,250,7000,0.13920672472998893
8000,40,150,6500,0.1391255782946905
6500,50,150,7000,0.1389562589444285
6500,50,175,7000,0.1389562589444285
6500,50,200,7000,0.1389562589444285
6500,50,225,7000,0.1389562589444285
6500,50,250,7000,0.1389562589444285
7000,50,150,9000,0.1389363192269355
7000,50,175,9000,0.1389363192269355
7000,50,200,9000,0.1389363192269355
7000,50,225,9000,0.1389363192269355
7000,50,250,9000,0.1389363192269355
8000,40,150,8500,0.13890060066115498
6000,50,150,8000,0.13884792658057943
6000,50,150,8500,0.13884792658057943
6000,50,175,8000,0.13884792658057943
6000,50,175,8500,0.13884792658057943
6000,50,200,8000,0.13884792658057943
6000,50,200,8500,0.13884792658057943
6000,50,225,8000,0.13884792658057943
6000,50,225,8500,0.13884792658057943
6000,50,250,8000,0.13884792658057943
6000,50,250,8500,0.13884792658057943
5500,45,150,6500,0.13878719182275742
5500,45,175,6500,0.13878719182275742
5500,45,200,6500,0.13878719182275742
5500,45,225,6500,0.13878719182275742
5500,45,250,6500,0.13878719182275742
6500,50,150,6500,0.13853908652225058
6500,50,175,6500,0.13853908652225058
6500,50,200,6500,0.13853908652225058
6500,50,225,6500,0.13853908652225058
6500,50,250,6500,0.13853908652225058
8000,40,150,6000,0.1385024413185266
5500,45,150,9000,0.13850042768323353
5500,45,175,9000,0.13850042768323353
5500,45,200,9000,0.13850042768323353
5500,45,225,9000,0.13850042768323353
5500,45,250,9000,0.13850042768323353
5500,45,150,6000,0.13815712513208186
5500,45,175,6000,0.13815712513208186
5500,45,200,6000,0.13815712513208186
5500,45,225,6000,0.13815712513208186
5500,45,250,6000,0.13815712513208186
6000,50,150,7500,0.1381387359236066
6000,50,175,7500,0.1381387359236066
6000,50,200,7500,0.1381387359236066
6000,50,225,7500,0.1381387359236066
6000,50,250,7500,0.1381387359236066
6500,50,150,9000,0.13810688578195268
6500,50,175,9000,0.13810688578195268
6500,50,200,9000,0.13810688578195268
6500,50,225,9000,0.13810688578195268
6500,50,250,9000,0.13810688578195268
5000,45,150,8000,0.1380952985447977
5000,45,150,8500,0.1380952985447977
5000,45,175,8000,0.1380952985447977
5000,45,175,8500,0.1380952985447977
5000,45,200,8000,0.1380952985447977
5000,45,200,8500,0.1380952985447977
5000,45,225,8000,0.1380952985447977
5000,45,225,8500,0.1380952985447977
5000,45,250,8000,0.1380952985447977
5000,45,250,8500,0.1380952985447977
6500,50,150,6000,0.13791256939354862
6500,50,175,6000,0.13791256939354862
6500,50,200,6000,0.13791256939354862
6500,50,225,6000,0.13791256939354862
6500,50,250,6000,0.13791256939354862
8500,35,150,9000,0.13781544329668757
8500,40,150,7000,0.13768088399239695
5500,50,150,8000,0.13761205664544623
5500,50,150,8500,0.13761205664544623
5500,50,175,8000,0.13761205664544623
5500,50,175,8500,0.13761205664544623
5500,50,200,8000,0.13761205664544623
5500,50,200,8500,0.13761205664544623
5500,50,225,8000,0.13761205664544623
5500,50,225,8500,0.13761205664544623
5500,50,250,8000,0.13761205664544623
5500,50,250,8500,0.13761205664544623
8500,40,150,7500,0.13760852731754758
5000,45,150,7500,0.13738118359493987
5000,45,175,7500,0.13738118359493987
5000,45,200,7500,0.13738118359493987
5000,45,225,7500,0.13738118359493987
5000,45,250,7500,0.13738118359493987
8500,40,150,8000,0.1373279162408263
8500,40,150,6500,0.13726331742927048
6000,50,150,7000,0.13707546455482142
6000,50,175,7000,0.13707546455482142
6000,50,200,7000,0.13707546455482142
6000,50,225,7000,0.13707546455482142
6000,50,250,7000,0.13707546455482142
5500,50,150,7500,0.136899520758708
5500,50,175,7500,0.136899520758708
5500,50,200,7500,0.136899520758708
5500,50,225,7500,0.136899520758708
5500,50,250,7500,0.136899520758708
6000,50,150,6500,0.13665362197413417
6000,50,175,6500,0.13665362197413417
6000,50,200,6500,0.13665362197413417
6000,50,225,6500,0.13665362197413417
6000,50,250,6500,0.13665362197413417
8500,40,150,6000,0.1366362087794641
6000,50,150,9000,0.13636695982110503
6000,50,175,9000,0.13636695982110503
6000,50,200,9000,0.13636695982110503
6000,50,225,9000,0.13636695982110503
6000,50,250,9000,0.13636695982110503
8500,40,150,8500,0.13635103700119325
5000,45,150,7000,0.1363105243320613
5000,45,175,7000,0.1363105243320613
5000,45,200,7000,0.1363105243320613
5000,45,225,7000,0.1363105243320613
5000,45,250,7000,0.1363105243320613
6000,50,150,6000,0.1360200842155599
6000,50,175,6000,0.1360200842155599
6000,50,200,6000,0.1360200842155599
6000,50,225,6000,0.1360200842155599
6000,50,250,6000,0.1360200842155599
9000,35,150,9000,0.13584039919320148
5500,50,150,7000,0.1358312336911913
5500,50,175,7000,0.1358312336911913
5500,50,200,7000,0.1358312336911913
5500,50,225,7000,0.1358312336911913
5500,50,250,7000,0.1358312336911913
9000,40,150,7000,0.1356784641472572
5000,45,150,6500,0.13559709336867604
5000,45,150,9000,0.13559709336867604
5000,45,175,6500,0.13559709336867604
5000,45,175,9000,0.13559709336867604
5000,45,200,6500,0.13559709336867604
5000,45,200,9000,0.13559709336867604
5000,45,225,6500,0.13559709336867604
5000,45,225,9000,0.13559709336867604
5000,45,250,6500,0.13559709336867604
5000,45,250,9000,0.13559709336867604
9000,40,150,7500,0.13526187419925717
9000,40,150,6500,0.13525610563841556
5500,50,150,6500,0.13511938658808978
5500,50,150,9000,0.13511938658808978
5500,50,175,6500,0.13511938658808978
5500,50,175,9000,0.13511938658808978
5500,50,200,6500,0.13511938658808978
5500,50,200,9000,0.13511938658808978
5500,50,225,6500,0.13511938658808978
5500,50,225,9000,0.13511938658808978
5500,50,250,6500,0.13511938658808978
5500,50,250,9000,0.13511938658808978
8000,40,150,9000,0.13500575403468518
9000,40,150,8000,0.13498461534706088
5000,45,150,6000,0.13495385489785222
5000,45,175,6000,0.13495385489785222
5000,45,200,6000,0.13495385489785222
5000,45,225,6000,0.13495385489785222
5000,45,250,6000,0.13495385489785222
8000,45,150,8000,0.13473150074721324
9000,40,150,6000,0.13462179334758767
5500,50,150,6000,0.13448034545685725
5500,50,175,6000,0.13448034545685725
5500,50,200,6000,0.13448034545685725
5500,50,225,6000,0.13448034545685725
5500,50,250,6000,0.13448034545685725
8000,45,150,7500,0.13430518386298737
9000,40,150,8500,0.13400953016819553
5000,50,150,8000,0.13385879132994308
5000,50,150,8500,0.13385879132994308
5000,50,175,8000,0.13385879132994308
5000,50,175,8500,0.13385879132994308
5000,50,200,8000,0.13385879132994308
5000,50,200,8500,0.13385879132994308
5000,50,225,8000,0.13385879132994308
5000,50,225,8500,0.13385879132994308
5000,50,250,8000,0.13385879132994308
5000,50,250,8500,0.13385879132994308
8000,45,150,8500,0.13374557679367885
8000,45,150,7000,0.13366492028202975
8000,45,150,6500,0.13323755148432595
5000,50,150,7500,0.13313824067681884
5000,50,175,7500,0.13313824067681884
5000,50,200,7500,0.13313824067681884
5000,50,225,7500,0.13313824067681884
5000,50,250,7500,0.13313824067681884
8000,45,150,6000,0.13259570711292834
8500,45,150,7500,0.13256867815356255
8500,40,150,9000,0.13245675914748634
8500,45,150,8000,0.13229060951584978
5000,50,150,7000,0.13205793323614828
5000,50,175,7000,0.13205793323614828
5000,50,200,7000,0.13205793323614828
5000,50,225,7000,0.13205793323614828
5000,50,250,7000,0.13205793323614828
8500,45,150,7000,0.13192416090187034
8500,45,150,6500,0.13149395037254766
5000,50,150,6500,0.13133807373623257
5000,50,150,9000,0.13133807373623257
5000,50,175,6500,0.13133807373623257
5000,50,175,9000,0.13133807373623257
5000,50,200,6500,0.13133807373623257
5000,50,200,9000,0.13133807373623257
5000,50,225,6500,0.13133807373623257
5000,50,225,9000,0.13133807373623257
5000,50,250,6500,0.13133807373623257
5000,50,250,9000,0.13133807373623257
8500,45,150,8500,0.13130650397498275
8500,45,150,6000,0.13084783445209286
5000,50,150,6000,0.13039997841357787
5000,50,175,6000,0.13039997841357787
5000,50,200,6000,0.13039997841357787
5000,50,225,6000,0.13039997841357787
5000,50,250,6000,0.13039997841357787
8000,45,150,9000,0.13022067468999698
9000,40,150,9000,0.1301124731931384
8000,50,150,8000,0.12959792379404056
9000,45,150,7500,0.12952993124186085
9000,45,150,8000,0.12925503879620934
8000,50,150,8500,0.12924070425460724
9000,45,150,7000,0.1292331772897627
8000,50,150,7500,0.12902239129663745
9000,45,150,6500,0.12879840210847165
8000,50,150,7000,0.12836679511470853
9000,45,150,8500,0.12827260111392508
9000,45,150,6000,0.1281454246617558
8000,50,150,6500,0.12792918241171872
8500,45,150,9000,0.1276412870503536
8000,50,150,6000,0.12727193883090498
8500,50,150,8000,0.12716965449422857
