distance
0
0
0
5
0
2
0
0
0
6
6
2
0
0
0
0
0
0
0
2
2
0
0
0
10
0
0
0
0
11
1
0
5
0
9
0
0
0
2
4
0
0
0
5
0
3
0
6
2
0
4
4
0
0
8
1
7
0
0
4
0
0
0
2
1
0
0
3
0
0
8
0
0
2
0
62.0966987850401
0
62.6418390534633
0
0
6
2
7
0
12
0
2
0
8
0
0
0
178.36199146679206
0
0
0
177.73013250431114
1
0
0
61.39218191268331
62.6418390534633
0
0
0
0
0
0
6
0
0
0
4
8
0
0
0
15
0
0
3
0
0
0
6
0
2
7
0
0
0
4
3
0
3
0
3
0
0
0
3
1
0
0
4
0
0
0
0
0
0
8
0
0
0
1
0
0
12
6
0
0
0
5
0
3
0
0
0
7
0
4
0
0
0
8
0
4
0
0
7
0
0
0
3
2
0
0
0
6
9
0
0
0
6
0
3
0
0
0
57.87054518492115
0
58.69412236331676
0
0
4
0
0
0
2
3
0
1
2
5
12
9
0
4
4
0
4
0
7
0
9
4
0
0
0
10
4
0
0
0
6
0
0
3
0
5
0
0
0
0
0
9
3
0
5
0
11
0
0
4
0
2
0
0
0
3
3
0
4
63.245553203367585
73.92563831310488
0
8
7
0
0
9
5
0
6
0
0
4
0
7
14
0
2
12
2
0
10
3
2
0
4
0
0
3
0
0
0
1
0
0
6
0
2
0
0
0
0
0
6
0
0
6
2
0
4
0
0
0
11
0
0
3
3
0
17
0
0
0
10
5
0
6
0
0
0
0
5
2
0
3
0
1
0
0
7
0
12
0
0
0
0
0
7
0
0
0
0
7
0
0
10
2
0
0
0
12
0
0
1
0
0
0
5
0
0
0
5
0
0
0
0
0
0
3
5
7
0
0
5
4
1
0
0
182.22239159883728
178.36199146679206
0
3
0
0
3
0
3
4
0
0
0
1
0
6
0
9
3
0
0
1
0
0
9
0
0
7
0
0
6.324555320336759
0
0
6
2
1
0
4
0
7
0
0
0
7
0
2
0
11
0
0
0
8
0
0
9
0
6
0
3
2
0
0
0
2
6
0
0
0
0
4
1
0
0
5
0
5
0
5
0
0
0
0
0
5
0
9
0
7
0
0
7
0
0
4
0
0
2
0
0
3
0
0
0
7
0
16
0
0
21
0
0
0
0
2
0
2
11
5
0
1
2
0
0
0
6
12
0
12
4
0
0
8
5
0
0
0
4
0
5
0
2
0
0
0
2
0
0
4
0
0
0
3
3
2
0
0
0
0
0
0
0
4
0
0
0
0
0
0
2
0
0
0
0
9
0
9
0
0
2
2
0
0
1
0
0
0
3
0
3
5
2
6
0
3
0
0
5
0
0
0
11
0
0
0
0
1
0
10
0
0
0
4
0
1
0
0
0
1
0
1
0
0
0
1
0
11
0
0
0
16
0
3
3
1
1
4
0
0
0
9
0
0
0
0
0
0
0
5
0
0
5
0
5
6
6
6
0
2
0
13
1
0
0
7
2
9
0
0
0
0
3
0
2
0
0
0
1
0
7
5
11
8
9
5
0
0
0
5
1
0
0
0
5
0
0
6
0
0
9
3
0
9
2
0
0
1
0
0
0
3
0
8
0
9
0
0
10
0
0
0
12
0
0
6
1
5
5
1
0
0
0
0
0
3
3
0
0
0
1
4
0
0
9
0
0
0
0
0
10
3
0
2
0
2
0
0
2
0
0
0
0
0
2
0
0
2
2
0
2
0
1
0
0
0
0
0
0
0
3
0
0
0
6
0
1
0
4
0
1
4
0
0
0
3
11
4
4
0
0
1
0
0
0
0
1
0
0
6
0
6
0
5
9
5
0
5
0
0
0
2
0
0
6
0
0
0
2
0
6
0
6
4
6
9
7
0
2
0
0
0
0
6
0
0
2
9
6
1
0
1
0
0
0
0
0
0
5
0
0
0
2
0
5
0
0
0
11
0
8
0
11
0
0
7
0
0
4
0
0
0
4
0
0
0
0
0
0
0
1
0
0
1
0
3
1
0
0
8
0
5
0
3
4
0
6
4
0
0
0
7
11
6
2
0
0
0
4
0
8
0
0
8
0
3
0
0
5
0
6
4
0
0
0
0
0
0
0
0
1
0
3
0
0
0
0
0
2
0
0
2
0
0
0
0
0
3
0
0
0
5
0
0
0
4
0
0
0
4
0
0
4
0
0
4
7
0
0
0
0
7
9
19
0
0
5
0
1
0
0
4
0
4
0
2
0
0
0
0
3
6
10
7
0
0
4
2
0
0
1
0
0
1
0
3
9
2
10
10
0
0
0
2
0
6
3
0
10
0
0
0
6
0
1
0
5
0
9
0
1
0
0
5
0
0
0
0
4
8
0
0
0
11
12
1
0
9
0
0
10
0
0
1
0
